"WQ_event_id","Field_Name","Event_Date","Calendar_Year","Month_Number","Month","Season","frozen","Ratio","P_Load_lb","Sediment_Load_lb","P_per_Sediment_lb_per_ton"
883,"RE5",2019-02-23,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.14,5.78,48.4429065743944
884,"RE5",2019-09-13,2019,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0223,9.77,4.56499488229273
885,"RE5",2019-10-02,2019,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0217,5.15,8.42718446601942
886,"RE5",2019-10-05,2019,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0075,2.32,6.46551724137931
887,"RE5",2020-04-29,2020,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00164,0.344,9.53488372093023
888,"RE5",2020-05-23,2020,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.109,70.8,3.07909604519774
889,"RS1",2019-02-24,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0308,1.17,52.6495726495726
890,"RS1",2019-03-12,2019,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.7,94.1,14.8777895855473
891,"RS1",2019-07-06,2019,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.01,1.49,13.4228187919463
892,"RS1",2019-08-04,2019,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0137,1.83,14.9726775956284
893,"RS1",2019-08-06,2019,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.075,29.3,5.11945392491467
894,"RS1",2019-08-11,2019,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0026,0.372,13.9784946236559
895,"RS1",2019-12-29,2019,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",2.112,93,45.4193548387097
896,"RS1",2020-02-02,2020,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.00624,0.362,34.475138121547
897,"RS1",2020-03-09,2020,3,"Mar","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00383,0.3,25.5333333333333
898,"RS1",2020-08-28,2020,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.038,9.97,7.62286860581745
899,"RS1",2020-10-22,2020,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0142,6.09,4.66338259441708
900,"RS1",2021-03-03,2021,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0059,0.784,15.0510204081633
901,"RS1",2021-03-08,2021,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0115,1.4,16.4285714285714
902,"RS1",2021-07-15,2021,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.04,23,3.47826086956522
903,"RS1",2021-08-07,2021,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0143,5.61,5.09803921568627
904,"RS1",2021-12-15,2021,12,"Dec","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00404,0.448,18.0357142857143
905,"RS1",2022-02-20,2022,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.02662,1.12,47.5357142857143
906,"RS1",2022-02-28,2022,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.00884,0.199,88.8442211055276
907,"RS1",2022-03-05,2022,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.7066,449,3.14743875278396
908,"RS1",2022-03-19,2022,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.1083,82.8,2.61594202898551
909,"RS1",2022-07-23,2022,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.013,4.13,6.2953995157385
910,"RS2",2019-02-03,2019,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0358,35.8,2
911,"RS2",2019-03-13,2019,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.251,17.9,28.0446927374302
912,"RS2",2019-07-06,2019,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.6466,633,2.04296998420221
913,"RS2",2019-08-06,2019,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.02778,28.2,1.97021276595745
914,"RS2",2019-08-11,2019,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00767,3.59,4.27298050139276
915,"RS2",2019-09-13,2019,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.02671,12.3,4.34308943089431
916,"RS2",2019-10-01,2019,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0985,22.7,8.6784140969163
917,"RS2",2019-10-05,2019,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.05204,16.4,6.34634146341464
918,"RS2",2019-12-29,2019,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0428,14.8,5.78378378378378
919,"RS2",2020-03-01,2020,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.108,7.34,29.4277929155313
920,"RS2",2020-07-09,2020,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0189,8.25,4.58181818181818
921,"RS2",2021-03-03,2021,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0356,2.1,33.9047619047619
922,"RS2",2021-07-15,2021,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.00276,0.277,19.927797833935
923,"RS2",2021-08-07,2021,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0075,1.1,13.6363636363636
924,"RS2",2022-02-20,2022,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0193,1.22,31.6393442622951
925,"RS2",2022-02-28,2022,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0187,0.274,136.496350364964
926,"RS2",2022-03-05,2022,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.279,98.6,5.65922920892495
927,"RS2",2022-03-19,2022,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.021,0.883,47.5651189127973
928,"RS2",2022-06-15,2022,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0206,8.18,5.03667481662592
929,"RS2",2023-03-07,2023,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.00356,0.756,9.41798941798942
930,"WF1",2010-12-30,2010,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0065,0.688,18.8953488372093
931,"WF1",2011-02-16,2011,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.09,142,15.3521126760563
932,"WF1",2011-04-10,2011,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0028,0.691,8.1041968162084
933,"WF1",2011-04-26,2011,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0355,6.59,10.7738998482549
934,"WF1",2011-06-18,2011,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0273,11.1,4.91891891891892
935,"WF1",2011-07-11,2011,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.115,30.2,7.6158940397351
936,"WF1",2011-07-16,2011,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.11,370,6
937,"WF1",2011-08-17,2011,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.249,78.7,6.32782719186785
938,"WF1",2012-03-12,2012,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.88,38.7,45.4780361757106
939,"WF1",2012-05-24,2012,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",4.05,2550,3.17647058823529
940,"WF1",2012-06-19,2012,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.017,2040,2.9578431372549
941,"WF1",2012-06-20,2012,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.37,2820,2.39007092198582
942,"WF1",2012-07-21,2012,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.042,12.3,6.82926829268293
943,"WF1",2012-08-24,2012,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.162,43.6,7.43119266055046
944,"WF1",2013-04-14,2013,4,"Apr","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.84,58.5,28.7179487179487
945,"WF1",2013-06-15,2013,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",21.308,15300,2.78535947712418
946,"WF1",2013-06-21,2013,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",21.258,20000,2.1258
947,"WF1",2013-06-22,2013,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.661,933,3.56055734190782
948,"WF1",2014-04-27,2014,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0203,4.97,8.16901408450704
949,"WF1",2014-04-28,2014,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0398,8.45,9.42011834319527
950,"WF1",2014-04-29,2014,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0202,2.24,18.0357142857143
951,"WF1",2014-05-09,2014,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.11,28.5,7.71929824561404
952,"WF1",2014-05-12,2014,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.799,241,6.63070539419087
953,"WF1",2014-05-19,2014,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.554,138,8.02898550724638
954,"WF1",2014-06-07,2014,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0513,19.1,5.3717277486911
955,"WF1",2014-06-15,2014,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",6.51,4080,3.19117647058824
956,"WF1",2014-06-19,2014,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",15.68,11800,2.65762711864407
957,"WF1",2014-06-28,2014,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.55,11000,0.281818181818182
958,"WF1",2014-08-29,2014,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.298,64,9.3125
959,"WF1",2014-09-01,2014,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.097,19.9,9.74874371859297
960,"WF1",2014-09-04,2014,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.233,2510,2.57609561752988
961,"WF1",2014-09-10,2014,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.081,47.4,3.41772151898734
962,"WF1",2014-09-10,2014,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.078,16.6,9.39759036144578
963,"WF1",2015-05-08,2015,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.8191,966,3.76625258799172
964,"WF1",2015-05-17,2015,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.896,1630,3.55337423312883
965,"WF1",2015-05-17,2015,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",17.871,12300,2.90585365853659
966,"WF1",2015-06-07,2015,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.7713,445,3.46651685393258
967,"WF1",2015-06-17,2015,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",10.891,6960,3.12959770114943
968,"WF1",2015-07-06,2015,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",10.79,8750,2.46628571428571
969,"WF1",2015-07-13,2015,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.21,83.6,5.02392344497608
970,"WF1",2015-07-13,2015,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.557,882,3.53061224489796
971,"WF1",2015-07-18,2015,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.153,640,3.603125
972,"WF1",2015-08-07,2015,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.148,0.653,453.292496171516
973,"WF1",2015-08-18,2015,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",3.42,1630,4.19631901840491
974,"WF1",2015-08-23,2015,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.536,202,5.30693069306931
975,"WF1",2015-09-17,2015,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.196,50.7,7.73175542406312
976,"WF1",2015-10-31,2015,10,"Oct","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0242,1.6,30.25
977,"WF1",2015-11-12,2015,11,"Nov","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.33,14.9,44.2953020134228
978,"WF1",2015-12-14,2015,12,"Dec","Post-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.264,39.3,13.4351145038168
979,"WF1",2016-03-06,2016,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.00800000000000001,3.77,4.24403183023873
980,"WF1",2016-03-08,2016,3,"Mar","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.02,2.29,17.4672489082969
981,"WF1",2016-03-16,2016,3,"Mar","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0221,2.85,15.5087719298246
982,"WF1",2016-08-11,2016,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.15,25.1,11.9521912350598
983,"WF1",2016-09-06,2016,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.56,616,5.06493506493506
984,"WF1",2016-09-21,2016,9,"Sep","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.77,489,7.23926380368098
985,"WF1",2017-01-20,2017,1,"Jan","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",1.01,56.5,35.7522123893806
986,"WF1",2017-02-20,2017,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.149,10.6,28.1132075471698
987,"WF1",2017-03-07,2017,3,"Mar","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.0257,3.28,15.6707317073171
988,"WF1",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.507,122,8.31147540983607
989,"WF1",2017-05-20,2017,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.273,77.9,7.00898587933248
990,"WF1",2017-06-14,2017,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.038,43.2,1.75925925925926
991,"WF1",2017-07-01,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.108,36.1,5.98337950138504
992,"WF1",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.978,781,2.5044814340589
993,"WF2",2010-12-30,2010,12,"Dec","Post-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.0089,0.965,18.4455958549223
994,"WF2",2011-02-16,2011,2,"Feb","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.054,18,6
995,"WF2",2011-03-16,2011,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",4.87,3610,2.69806094182825
996,"WF2",2011-04-10,2011,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",7.078,7080,1.99943502824859
997,"WF2",2011-04-26,2011,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.3723,833,3.29483793517407
998,"WF2",2011-06-18,2011,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",5.949,7020,1.6948717948718
999,"WF2",2011-07-10,2011,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.5557,1070,1.03869158878505
1000,"WF2",2011-07-11,2011,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.8251,2920,1.25006849315068
1001,"WF2",2011-07-16,2011,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",4.011,5780,1.3878892733564
1002,"WF2",2011-08-17,2011,8,"Aug","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1688,472,0.715254237288136
1003,"WF2",2012-03-06,2012,3,"Mar","Pre-growing season","Frozen","Non-orthophosphate P / suspended sediment",0.28,25.2,22.2222222222222
1004,"WF2",2012-04-16,2012,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",12.1063,13200,1.83428787878788
1005,"WF2",2012-04-18,2012,4,"Apr","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",6.1192,8270,1.47985489721886
1006,"WF2",2012-05-02,2012,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.5656,1570,1.9943949044586
1007,"WF2",2012-05-03,2012,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",2.58037,4800,1.07515416666667
1008,"WF2",2012-05-05,2012,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",9.092,10900,1.66825688073394
1009,"WF2",2012-05-24,2012,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",1.6623,2310,1.43922077922078
1010,"WF2",2012-05-26,2012,5,"May","Pre-growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.2132,235,1.81446808510638
1011,"WF2",2012-06-16,2012,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1871,245,1.52734693877551
1012,"WF2",2012-06-19,2012,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1689,154,2.19350649350649
1013,"WF2",2012-06-20,2012,6,"Jun","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.1276,93.2,2.7381974248927
1014,"WF2",2012-07-21,2012,7,"Jul","Growing season","Non-Frozen","Non-orthophosphate P / suspended sediment",0.187,144,2.59722222222222
